# Paso ID Masa X Y Vx Vy
7 33 48.06165225 895.76358548 201.71921739 -0.00028167 0.00024604
7 34 14.79381392 695.51605087 563.27561494 -0.00065807 0.00089243
7 35 21.10306174 539.84108589 604.41739587 -0.00006983 0.00040435
7 36 69.78370867 598.86540324 942.85364784 -0.00138901 0.00166683
7 37 30.26773512 624.35398464 880.46784915 -0.00132860 0.00023872
7 38 22.62560342 456.53454664 105.49428097 -0.00054105 0.00050726
7 39 33.11015721 883.28025487 416.50996883 -0.00015534 0.00051422
7 40 90.77601631 356.29785453 122.08797692 0.00028956 0.00052412
7 41 1.05151728 647.69008185 272.13225192 -0.00092483 0.00009360
7 42 17.30092920 304.78128300 352.56887540 0.00053845 0.00049978
7 43 69.55116717 484.82996504 534.08943673 -0.00025580 0.00031749
7 44 17.66081356 244.12554650 269.41233300 0.00057442 -0.00000912
7 45 40.97978112 558.10199016 218.76426896 -0.00026880 0.00102142
7 46 25.44073031 253.91539972 64.89222018 -0.00029100 -0.00058944
