# Paso ID Masa X Y Vx Vy
7 47 15.66060595 712.27047128 696.30424051 -0.00259960 -0.00066835
7 48 97.68488029 266.78102861 997.74046466 0.00028467 -0.00056751
7 49 35.16205361 33.05077613 411.03705338 0.00089260 0.00075640

8 0 78.18940876 183.43479853 796.54296070 0.00021274 -0.00047183
8 1 10.89751713 445.83280315 596.85012673 0.00091209 -0.00069705
8 2 15.14381463 333.70874863 459.24886970 0.00274216 -0.00036305
8 3 72.47787839 56.41161116 650.88845230 0.00069396 -0.00042249
8 4 99.22894486 0.77879170 938.55269431 0.00053860 -0.00040133
8 5 1.69956456 611.65315479 617.48163787 -0.00015353 0.00260924
8 6 40.58623680 524.77465087 23.06247340 -0.00021893 0.00089685
8 7 24.04436270 973.75550688 46.66568615 -0.00031172 0.00035719
8 8 38.86373701 618.38598305 90.60645925 -0.00063464 0.00047427
8 9 86.13409991 466.76293057 983.23083905 0.00063883 -0.00093773
8 10 2.31323085 450.49928421 680.30755091 0.00061638 0.00024112
8 11 39.15623412 563.28845741 942.20173469 0.00484673 -0.00039212
8 12 24.86152145 230.89358884 15.96630461 -0.00463877 0.00094461
8 13 83.48629641 609.99669203 683.26355112 0.00070692 0.00053629
8 14 19.04137260 391.06056493 173.36457534 -0.00089308 -0.00143739
8 15 21.58622472 425.15589982 755.36139344 0.00044761 -0.00030813
8 16 84.38619253 31.31333598 567.70036585 0.00088382 0.00077155
8 17 92.73922736 395.15023096 449.75399600 -0.00001374 -0.00266234
8 18 57.47395362 326.54078904 727.27199609 0.00034834 -0.00000040
8 19 84.60885120 961.17199361 520.83428201 -0.00070162 0.00031968
8 20 59.08836569 539.69220876 747.32011350 0.00158442 0.00004999
8 21 28.32391921 607.03402026 965.25481598 -0.00459463 -0.00989735
8 22 2.54800409 165.26697488 296.27352161 0.00066783 0.00030655
8 23 30.05532946 394.88152069 423.40199148 0.00007631 0.01028883
8 24 71.42285296 198.84253226 14.07986742 0.00258120 0.00087579
8 25 92.70378692 605.95993985 790.17549296 -0.00081216 -0.00084928
8 26 85.15381895 914.95964932 651.07701349 -0.00052204 -0.00034107
8 27 37.71100725 95.41010773 449.45069170 -0.00016733 0.00034637
8 28 59.53848078 665.92222951 668.84131442 -0.00245367 0.00114705
8 29 38.90976057 561.24340200 274.72174965 -0.00042007 -0.00083526
8 30 72.45122229 848.91379001 971.71207132 -0.00058446 -0.00044088
8 31 5.00292559 256.06833275 235.98497600 0.00020921 0.00113479
8 32 44.49431423 110.89082893 710.66286273 0.00004781 -0.00054294
8 33 48.06165225 895.76358231 201.71922016 -0.00031688 0.00027680
8 34 14.79381392 695.51604346 563.27562498 -0.00074032 0.00100399
8 35 21.10306174 539.84108510 604.41740042 -0.00007855 0.00045489
8 36 69.78370867 598.86538761 942.85366659 -0.00156263 0.00187519
8 37 30.26773512 624.35396969 880.46785184 -0.00149468 0.00026856
8 38 22.62560342 456.53454055 105.49428667 -0.00060868 0.00057067
8 39 33.11015721 883.28025312 416.50997461 -0.00017476 0.00057850
8 40 90.77601631 356.29785779 122.08798282 0.00032576 0.00058963
8 41 1.05151728 647.69007144 272.13225298 -0.00104043 0.00010530
8 42 17.30092920 304.78128906 352.56888102 0.00060575 0.00056225
8 43 69.55116717 484.82996216 534.08944030 -0.00028777 0.00035718
8 44 17.66081356 244.12555297 269.41233289 0.00064622 -0.00001026
8 45 40.97978112 558.10198714 218.76428046 -0.00030241 0.00114910
8 46 25.44073031 253.91539644 64.89221355 -0.00032737 -0.00066312
8 47 15.66060595 712.27044204 696.30423300 -0.00292455 -0.00075189
8 48 97.68488029 266.78103181 997.74045827 0.00032026 -0.00063845
8 49 35.16205361 33.05078617 411.03706189 0.00100418 0.00085095

9 0 78.18940876 183.43480089 796.54295545 0.00023637 -0.00052426
9 1 10.89751713 445.83281329 596.85011898 0.00101344 -0.00077450
9 2 15.14381463 333.70877910 459.24886567 0.00304685 -0.00040339
9 3 72.47787839 56.41161887 650.88844761 0.00077106 -0.00046944
9 4 99.22894486 0.77879768 938.55268985 0.00059844 -0.00044592
9 5 1.69956456 611.65315309 617.48166686 -0.00017059 0.00289915
9 6 40.58623680 524.77464844 23.06248337 -0.00024326 0.00099651
9 7 24.04436270 973.75550342 46.66569012 -0.00034636 0.00039688
9 8 38.86373701 618.38597600 90.60646452 -0.00070516 0.00052696
9 9 86.13409991 466.76293767 983.23082863 0.00070982 -0.00104192
9 10 2.31323085 450.49929105 680.30755359 0.00068487 0.00026791
9 11 39.15623412 563.28851126 942.20173034 0.00538527 -0.00043569
9 12 24.86152145 230.89353730 15.96631511 -0.00515419 0.00104957
9 13 83.48629641 609.99669988 683.26355708 0.00078547 0.00059588
9 14 19.04137260 391.06055501 173.36455937 -0.00099231 -0.00159710
9 15 21.58622472 425.15590479 755.36139002 0.00049734 -0.00034236
9 16 84.38619253 31.31334581 567.70037442 0.00098202 0.00085728
9 17 92.73922736 395.15023081 449.75396641 -0.00001526 -0.00295816
9 18 57.47395362 326.54079291 727.27199609 0.00038705 -0.00000045
9 19 84.60885120 961.17198581 520.83428556 -0.00077958 0.00035520
9 20 59.08836569 539.69222636 747.32011405 0.00176047 0.00005554
9 21 28.32391921 607.03396921 965.25470601 -0.00510516 -0.01099708
9 22 2.54800409 165.26698230 296.27352501 0.00074203 0.00034061
9 23 30.05532946 394.88152154 423.40210580 0.00008479 0.01143206
9 24 71.42285296 198.84256094 14.07987715 0.00286800 0.00097310
9 25 92.70378692 605.95993083 790.17548352 -0.00090240 -0.00094364
9 26 85.15381895 914.95964352 651.07700970 -0.00058004 -0.00037897
9 27 37.71100725 95.41010587 449.45069555 -0.00018592 0.00038486
9 28 59.53848078 665.92220224 668.84132716 -0.00272630 0.00127450
9 29 38.90976057 561.24339733 274.72174037 -0.00046675 -0.00092807
9 30 72.45122229 848.91378351 971.71206642 -0.00064939 -0.00048987
9 31 5.00292559 256.06833507 235.98498861 0.00023246 0.00126088
9 32 44.49431423 110.89082946 710.66285670 0.00005313 -0.00060327
9 33 48.06165225 895.76357879 201.71922323 -0.00035209 0.00030756
9 34 14.79381392 695.51603524 563.27563613 -0.00082258 0.00111554
9 35 21.10306174 539.84108423 604.41740547 -0.00008728 0.00050544
9 36 69.78370867 598.86537025 942.85368743 -0.00173626 0.00208355
9 37 30.26773512 624.35395308 880.46785482 -0.00166075 0.00029840
9 38 22.62560342 456.53453379 105.49429302 -0.00067632 0.00063407
9 39 33.11015721 883.28025118 416.50998104 -0.00019418 0.00064278
9 40 90.77601631 356.29786141 122.08798937 0.00036195 0.00065515
9 41 1.05151728 647.69005988 272.13225415 -0.00115603 0.00011700
9 42 17.30092920 304.78129579 352.56888727 0.00067306 0.00062472
9 43 69.55116717 484.82995897 534.08944427 -0.00031975 0.00039686
9 44 17.66081356 244.12556015 269.41233278 0.00071802 -0.00001140
9 45 40.97978112 558.10198378 218.76429322 -0.00033601 0.00127678
9 46 25.44073031 253.91539280 64.89220618 -0.00036375 -0.00073680
9 47 15.66060595 712.27040954 696.30422464 -0.00324950 -0.00083544
9 48 97.68488029 266.78103537 997.74045118 0.00035584 -0.00070939
9 49 35.16205361 33.05079733 411.03707134 0.00111575 0.00094550

10 0 78.18940876 183.43480349 796.54294969 0.00026001 -0.00057668
10 1 10.89751713 445.83282444 596.85011046 0.00111478 -0.00085195
10 2 15.14381463 333.70881261 459.24886123 0.00335154 -0.00044373
10 3 72.47787839 56.41162735 650.88844244 0.00084817 -0.00051638
10 4 99.22894486 0.77880427 938.55268495 0.00065828 -0.00049051
10 5 1.69956456 611.65315121 617.48169875 -0.00018765 0.00318907
10 6 40.58623680 524.77464577 23.06249433 -0.00026759 0.00109616
10 7 24.04436270 973.75549961 46.66569448 -0.00038100 0.00043657
10 8 38.86373701 618.38596824 90.60647032 -0.00077567 0.00057966
10 9 86.13409991 466.76294548 983.23081717 0.00078080 -0.00114611
10 10 2.31323085 450.49929859 680.30755654 0.00075335 0.00029470
10 11 39.15623412 563.28857050 942.20172554 0.00592380 -0.00047926
10 12 24.86152145 230.89348060 15.96632666 -0.00566962 0.00115452
10 13 83.48629641 609.99670852 683.26356363 0.00086402 0.00065546
10 14 19.04137260 391.06054409 173.36454180 -0.00109154 -0.00175681
10 15 21.58622472 425.15591027 755.36138625 0.00054708 -0.00037660
10 16 84.38619253 31.31335661 567.70038385 0.00108022 0.00094301
10 17 92.73922736 395.15023064 449.75393387 -0.00001679 -0.00325399
10 18 57.47395362 326.54079717 727.27199608 0.00042575 -0.00000049
10 19 84.60885120 961.17197724 520.83428946 -0.00085754 0.00039072
10 20 59.08836569 539.69224573 747.32011467 0.00193652 0.00006109
10 21 28.32391921 607.03391306 965.25458504 -0.00561569 -0.01209682
10 22 2.54800409 165.26699046 296.27352876 0.00081623 0.00037468
10 23 30.05532946 394.88152247 423.40223156 0.00009327 0.01257531
10 24 71.42285296 198.84259249 14.07988785 0.00315480 0.00107041
10 25 92.70378692 605.95992090 790.17547314 -0.00099264 -0.00103801
10 26 85.15381895 914.95963714 651.07700553 -0.00063804 -0.00041686
10 27 37.71100725 95.41010382 449.45069978 -0.00020452 0.00042334
10 28 59.53848078 665.92217225 668.84134118 -0.00299893 0.00140195
10 29 38.90976057 561.24339220 274.72173017 -0.00051342 -0.00102088
10 30 72.45122229 848.91377637 971.71206103 -0.00071433 -0.00053886
10 31 5.00292559 256.06833763 235.98500248 0.00025570 0.00138696
10 32 44.49431423 110.89083005 710.66285007 0.00005844 -0.00066360
10 33 48.06165225 895.76357492 201.71922662 -0.00038729 0.00033831
10 34 14.79381392 695.51602619 563.27564841 -0.00090484 0.00122710
10 35 21.10306174 539.84108327 604.41741103 -0.00009601 0.00055598
10 36 69.78370867 598.86535115 942.85371034 -0.00190988 0.00229192
10 37 30.26773512 624.35393482 880.46785811 -0.00182683 0.00032824
10 38 22.62560342 456.53452635 105.49429999 -0.00074395 0.00069748
10 39 33.11015721 883.28024904 416.50998811 -0.00021359 0.00070706
10 40 90.77601631 356.29786539 122.08799657 0.00039815 0.00072066
10 41 1.05151728 647.69004717 272.13225543 -0.00127164 0.00012870
10 42 17.30092920 304.78130319 352.56889414 0.00074037 0.00068720
10 43 69.55116717 484.82995545 534.08944863 -0.00035172 0.00043655
10 44 17.66081356 244.12556805 269.41233265 0.00078982 -0.00001254
10 45 40.97978112 558.10198008 218.76430727 -0.00036961 0.00140446
10 46 25.44073031 253.91538880 64.89219808 -0.00040012 -0.00081048
10 47 15.66060595 712.27037380 696.30421545 -0.00357445 -0.00091898
10 48 97.68488029 266.78103928 997.74044338 0.00039143 -0.00078033
10 49 35.16205361 33.05080960 411.03708174 0.00122733 0.00104005

11 0 78.18940876 183.43480633 796.54294340 0.00028365 -0.00062911
11 1 10.89751713 445.83283660 596.85010117 0.00121612 -0.00092940
11 2 15.14381463 333.70884917 459.24885639 0.00365622 -0.00048407
11 3 72.47787839 56.41163661 650.88843681 0.00092528 -0.00056332
11 4 99.22894486 0.77881145 938.55267960 0.00071813 -0.00053510
11 5 1.69956456 611.65314916 617.48173354 -0.00020471 0.00347899
11 6 40.58623680 524.77464285 23.06250629 -0.00029191 0.00119581
11 7 24.04436270 973.75549545 46.66569924 -0.00041563 0.00047626
11 8 38.86373701 618.38595978 90.60647664 -0.00084619 0.00063236
11 9 86.13409991 466.76295399 983.23080467 0.00085178 -0.00125030
11 10 2.31323085 450.49930681 680.30755975 0.00082184 0.00032149
11 11 39.15623412 563.28863512 942.20172032 0.00646234 -0.00052283
11 12 24.86152145 230.89341875 15.96633925 -0.00618506 0.00125948
11 13 83.48629641 609.99671795 683.26357078 0.00094256 0.00071505
11 14 19.04137260 391.06053218 173.36452263 -0.00119077 -0.00191652
11 15 21.58622472 425.15591623 755.36138214 0.00059681 -0.00041083
11 16 84.38619253 31.31336839 567.70039414 0.00117843 0.00102873
11 17 92.73922736 395.15023046 449.75389838 -0.00001831 -0.00354982
11 18 57.47395362 326.54080181 727.27199608 0.00046446 -0.00000054
11 19 84.60885120 961.17196788 520.83429373 -0.00093549 0.00042624
11 20 59.08836569 539.69226685 747.32011533 0.00211257 0.00006665
11 21 28.32391921 607.03385179 965.25445307 -0.00612623 -0.01319657
11 22 2.54800409 165.26699937 296.27353285 0.00089043 0.00040874
11 23 30.05532946 394.88152349 423.40236874 0.00010175 0.01371856
11 24 71.42285296 198.84262691 14.07989953 0.00344161 0.00116772
11 25 92.70378692 605.95991008 790.17546182 -0.00108288 -0.00113237
11 26 85.15381895 914.95963018 651.07700098 -0.00069605 -0.00045476
11 27 37.71100725 95.41010159 449.45070440 -0.00022311 0.00046183
11 28 59.53848078 665.92213954 668.84135648 -0.00327156 0.00152940
11 29 38.90976057 561.24338660 274.72171903 -0.00056009 -0.00111369
11 30 72.45122229 848.91376858 971.71205515 -0.00077927 -0.00058784
11 31 5.00292559 256.06834042 235.98501761 0.00027895 0.00151305
11 32 44.49431423 110.89083069 710.66284283 0.00006375 -0.00072392
11 33 48.06165225 895.76357069 201.71923031 -0.00042250 0.00036907
11 34 14.79381392 695.51601632 563.27566179 -0.00098710 0.00133865
11 35 21.10306174 539.84108222 604.41741710 -0.00010474 0.00060652
11 36 69.78370867 598.86533032 942.85373535 -0.00208350 0.00250029
11 37 30.26773512 624.35391489 880.46786169 -0.00199290 0.00035808
11 38 22.62560342 456.53451823 105.49430760 -0.00081158 0.00076089
11 39 33.11015721 883.28024671 416.50999582 -0.00023301 0.00077133
11 40 90.77601631 356.29786974 122.08800444 0.00043435 0.00078618
11 41 1.05151728 647.69003330 272.13225684 -0.00138724 0.00014040
11 42 17.30092920 304.78131127 352.56890163 0.00080767 0.00074967
11 43 69.55116717 484.82995161 534.08945339 -0.00038370 0.00047624
11 44 17.66081356 244.12557666 269.41233252 0.00086162 -0.00001368
11 45 40.97978112 558.10197605 218.76432259 -0.00040321 0.00153214
11 46 25.44073031 253.91538444 64.89218923 -0.00043650 -0.00088416
11 47 15.66060595 712.27033480 696.30420543 -0.00389940 -0.00100252
11 48 97.68488029 266.78104355 997.74043486 0.00042701 -0.00085126
11 49 35.16205361 33.05082299 411.03709309 0.00133890 0.00113460

12 0 78.18940876 183.43480940 796.54293658 0.00030728 -0.00068154
12 1 10.89751713 445.83284977 596.85009110 0.00131747 -0.00100685
12 2 15.14381463 333.70888878 459.24885115 0.00396091 -0.00052441
12 3 72.47787839 56.41164663 650.88843071 0.00100238 -0.00061027
12 4 99.22894486 0.77881923 938.55267380 0.00077797 -0.00057969
12 5 1.69956456 611.65314695 617.48177123 -0.00022177 0.00376890
12 6 40.58623680 524.77463968 23.06251924 -0.00031624 0.00129546
12 7 24.04436270 973.75549095 46.66570440 -0.00045027 0.00051595
12 8 38.86373701 618.38595061 90.60648349 -0.00091671 0.00068505
12 9 86.13409991 466.76296322 983.23079112 0.00092276 -0.00135449
12 10 2.31323085 450.49931571 680.30756324 0.00089033 0.00034828
12 11 39.15623412 563.28870513 942.20171465 0.00700088 -0.00056639
12 12 24.86152145 230.89335175 15.96635289 -0.00670049 0.00136443
12 13 83.48629641 609.99672816 683.26357853 0.00102111 0.00077464
12 14 19.04137260 391.06051928 173.36450187 -0.00129000 -0.00207623
12 15 21.58622472 425.15592270 755.36137769 0.00064655 -0.00044507
12 16 84.38619253 31.31338116 567.70040528 0.00127663 0.00111446
12 17 92.73922736 395.15023026 449.75385992 -0.00001984 -0.00384566
12 18 57.47395362 326.54080684 727.27199607 0.00050316 -0.00000058
12 19 84.60885120 961.17195775 520.83429834 -0.00101345 0.00046176
12 20 59.08836569 539.69228974 747.32011605 0.00228862 0.00007220
12 21 28.32391921 607.03378543 965.25431011 -0.00663677 -0.01429633
12 22 2.54800409 165.26700901 296.27353728 0.00096464 0.00044280
12 23 30.05532946 394.88152459 423.40251736 0.00011023 0.01486183
12 24 71.42285296 198.84266419 14.07991218 0.00372841 0.00126503
12 25 92.70378692 605.95989834 790.17544955 -0.00117312 -0.00122673
12 26 85.15381895 914.95962264 651.07699606 -0.00075405 -0.00049266
12 27 37.71100725 95.41009917 449.45070940 -0.00024170 0.00050031
12 28 59.53848078 665.92210410 668.84137304 -0.00354419 0.00165685
12 29 38.90976057 561.24338053 274.72170696 -0.00060677 -0.00120649
12 30 72.45122229 848.91376013 971.71204878 -0.00084421 -0.00063683
12 31 5.00292559 256.06834344 235.98503400 0.00030219 0.00163914
12 32 44.49431423 110.89083138 710.66283498 0.00006906 -0.00078425
12 33 48.06165225 895.76356612 201.71923430 -0.00045771 0.00039982
12 34 14.79381392 695.51600563 563.27567629 -0.00106936 0.00145020
12 35 21.10306174 539.84108108 604.41742367 -0.00011347 0.00065707
12 36 69.78370867 598.86530775 942.85376243 -0.00225713 0.00270866
12 37 30.26773512 624.35389330 880.46786557 -0.00215898 0.00038792
12 38 22.62560342 456.53450944 105.49431584 -0.00087921 0.00082430
12 39 33.11015721 883.28024419 416.51000418 -0.00025243 0.00083561
12 40 90.77601631 356.29787444 122.08801295 0.00047054 0.00085169
12 41 1.05151728 647.69001827 272.13225836 -0.00150284 0.00015210
12 42 17.30092920 304.78132002 352.56890976 0.00087498 0.00081214
12 43 69.55116717 484.82994746 534.08945855 -0.00041567 0.00051592
12 44 17.66081356 244.12558600 269.41233237 0.00093342 -0.00001483
12 45 40.97978112 558.10197168 218.76433919 -0.00043681 0.00165982
12 46 25.44073031 253.91537971 64.89217966 -0.00047287 -0.00095784
12 47 15.66060595 712.27029256 696.30419457 -0.00422435 -0.00108607
12 48 97.68488029 266.78104818 997.74042564 0.00046259 -0.00092220
12 49 35.16205361 33.05083749 411.03710538 0.00145048 0.00122915

13 0 78.18940876 183.43481271 796.54292924 0.00033092 -0.00073396
13 1 10.89751713 445.83286396 596.85008026 0.00141881 -0.00108430
13 2 15.14381463 333.70893144 459.24884550 0.00426560 -0.00056475
13 3 72.47787839 56.41165742 650.88842414 0.00107949 -0.00065721
13 4 99.22894486 0.77882760 938.55266756 0.00083782 -0.00062428
13 5 1.69956456 611.65314456 617.48181181 -0.00023882 0.00405882
13 6 40.58623680 524.77463628 23.06253319 -0.00034056 0.00139511
13 7 24.04436270 973.75548610 46.66570996 -0.00048491 0.00055564
13 8 38.86373701 618.38594074 90.60649087 -0.00098722 0.00073775
13 9 86.13409991 466.76297316 983.23077653 0.00099374 -0.00145869
13 10 2.31323085 450.49932530 680.30756699 0.00095881 0.00037507
13 11 39.15623412 563.28878053 942.20170855 0.00753943 -0.00060996
13 12 24.86152145 230.89327959 15.96636759 -0.00721593 0.00146938
13 13 83.48629641 609.99673916 683.26358687 0.00109966 0.00083423
13 14 19.04137260 391.06050539 173.36447951 -0.00138923 -0.00223594
13 15 21.58622472 425.15592966 755.36137290 0.00069628 -0.00047931
13 16 84.38619253 31.31339491 567.70041728 0.00137483 0.00120019
13 17 92.73922736 395.15023005 449.75381850 -0.00002137 -0.00414150
13 18 57.47395362 326.54081226 727.27199606 0.00054186 -0.00000063
13 19 84.60885120 961.17194683 520.83430332 -0.00109141 0.00049728
13 20 59.08836569 539.69231439 747.32011683 0.00246466 0.00007776
13 21 28.32391921 607.03371395 965.25415615 -0.00714731 -0.01539610
13 22 2.54800409 165.26701940 296.27354204 0.00103884 0.00047686
13 23 30.05532946 394.88152578 423.40267741 0.00011871 0.01600511
13 24 71.42285296 198.84270434 14.07992580 0.00401522 0.00136234
13 25 92.70378692 605.95988571 790.17543634 -0.00126336 -0.00132110
13 26 85.15381895 914.95961452 651.07699075 -0.00081206 -0.00053055
13 27 37.71100725 95.41009657 449.45071479 -0.00026029 0.00053880
13 28 59.53848078 665.92206593 668.84139089 -0.00381682 0.00178430
13 29 38.90976057 561.24337399 274.72169397 -0.00065344 -0.00129930
13 30 72.45122229 848.91375104 971.71204193 -0.00090915 -0.00068582
13 31 5.00292559 256.06834670 235.98505165 0.00032544 0.00176523
13 32 44.49431423 110.89083212 710.66282654 0.00007438 -0.00084458
13 33 48.06165225 895.76356119 201.71923861 -0.00049292 0.00043058
13 34 14.79381392 695.51599411 563.27569191 -0.00115162 0.00156176
13 35 21.10306174 539.84107986 604.41743075 -0.00012219 0.00070761
13 36 69.78370867 598.86528344 942.85379160 -0.00243075 0.00291704
13 37 30.26773512 624.35387005 880.46786974 -0.00232505 0.00041777
13 38 22.62560342 456.53449997 105.49432472 -0.00094684 0.00088770
13 39 33.11015721 883.28024147 416.51001318 -0.00027185 0.00089989
13 40 90.77601631 356.29787951 122.08802213 0.00050674 0.00091721
13 41 1.05151728 647.69000208 272.13226000 -0.00161845 0.00016380
13 42 17.30092920 304.78132944 352.56891850 0.00094228 0.00087461
13 43 69.55116717 484.82994298 534.08946411 -0.00044764 0.00055561
13 44 17.66081356 244.12559605 269.41233221 0.00100523 -0.00001597
13 45 40.97978112 558.10196697 218.76435706 -0.00047041 0.00178750
13 46 25.44073031 253.91537462 64.89216934 -0.00050925 -0.00103153
13 47 15.66060595 712.27024707 696.30418287 -0.00454930 -0.00116961
13 48 97.68488029 266.78105316 997.74041571 0.00049818 -0.00099314
13 49 35.16205361 33.05085311 411.03711862 0.00156205 0.00132370

14 0 78.18940876 183.43481626 796.54292138 0.00035456 -0.00078639
14 1 10.89751713 445.83287916 596.85006864 0.00152016 -0.00116175
14 2 15.14381463 333.70897714 459.24883945 0.00457029 -0.00060509
14 3 72.47787839 56.41166899 650.88841709 0.00115660 -0.00070416
14 4 99.22894486 0.77883658 938.55266087 0.00089766 -0.00066888
14 5 1.69956456 611.65314200 617.48185530 -0.00025588 0.00434874
14 6 40.58623680 524.77463263 23.06254814 -0.00036489 0.00149476
14 7 24.04436270 973.75548090 46.66571591 -0.00051954 0.00059532
14 8 38.86373701 618.38593016 90.60649878 -0.00105774 0.00079044
14 9 86.13409991 466.76298381 983.23076091 0.00106472 -0.00156288
14 10 2.31323085 450.49933557 680.30757100 0.00102730 0.00040186
14 11 39.15623412 563.28886131 942.20170202 0.00807797 -0.00065352
14 12 24.86152145 230.89320228 15.96638333 -0.00773137 0.00157434
14 13 83.48629641 609.99675094 683.26359581 0.00117821 0.00089381
14 14 19.04137260 391.06049051 173.36445555 -0.00148846 -0.00239565
14 15 21.58622472 425.15593712 755.36136776 0.00074601 -0.00051354
14 16 84.38619253 31.31340964 567.70043014 0.00147303 0.00128592
14 17 92.73922736 395.15022982 449.75377413 -0.00002290 -0.00443734
14 18 57.47395362 326.54081807 727.27199606 0.00058057 -0.00000067
14 19 84.60885120 961.17193514 520.83430865 -0.00116937 0.00053280
14 20 59.08836569 539.69234079 747.32011766 0.00264071 0.00008331
14 21 28.32391921 607.03363737 965.25399119 -0.00765787 -0.01649588
14 22 2.54800409 165.26703053 296.27354715 0.00111304 0.00051092
14 23 30.05532946 394.88152705 423.40284890 0.00012719 0.01714840
14 24 71.42285296 198.84274736 14.07994040 0.00430203 0.00145965
14 25 92.70378692 605.95987217 790.17542218 -0.00135360 -0.00141546
14 26 85.15381895 914.95960582 651.07698507 -0.00087006 -0.00056845
14 27 37.71100725 95.41009378 449.45072056 -0.00027889 0.00057729
14 28 59.53848078 665.92202503 668.84141001 -0.00408946 0.00191175
14 29 38.90976057 561.24336699 274.72168005 -0.00070012 -0.00139211
14 30 72.45122229 848.91374130 971.71203458 -0.00097409 -0.00073480
14 31 5.00292559 256.06835018 235.98507056 0.00034868 0.00189132
14 32 44.49431423 110.89083292 710.66281749 0.00007969 -0.00090491
14 33 48.06165225 895.76355591 201.71924322 -0.00052813 0.00046133
14 34 14.79381392 695.51598177 563.27570864 -0.00123387 0.00167331
14 35 21.10306174 539.84107855 604.41743833 -0.00013092 0.00075816
14 36 69.78370867 598.86525739 942.85382286 -0.00260437 0.00312542
14 37 30.26773512 624.35384513 880.46787422 -0.00249113 0.00044761
14 38 22.62560342 456.53448983 105.49433423 -0.00101447 0.00095111
14 39 33.11015721 883.28023856 416.51002282 -0.00029126 0.00096417
14 40 90.77601631 356.29788494 122.08803195 0.00054293 0.00098272
14 41 1.05151728 647.68998474 272.13226175 -0.00173405 0.00017550
14 42 17.30092920 304.78133954 352.56892787 0.00100959 0.00093708
14 43 69.55116717 484.82993818 534.08947006 -0.00047962 0.00059529
14 44 17.66081356 244.12560682 269.41233204 0.00107703 -0.00001711
14 45 40.97978112 558.10196193 218.76437621 -0.00050401 0.00191518
14 46 25.44073031 253.91536916 64.89215829 -0.00054562 -0.00110521
14 47 15.66060595 712.27019832 696.30417034 -0.00487426 -0.00125315
14 48 97.68488029 266.78105850 997.74040507 0.00053376 -0.00106408
14 49 35.16205361 33.05086985 411.03713280 0.00167363 0.00141825

15 0 78.18940876 183.43482004 796.54291299 0.00037820 -0.00083881
15 1 10.89751713 445.83289538 596.85005625 0.00162150 -0.00123920
15 2 15.14381463 333.70902589 459.24883299 0.00487498 -0.00064543
15 3 72.47787839 56.41168133 650.88840958 0.00123370 -0.00075110
15 4 99.22894486 0.77884616 938.55265373 0.00095750 -0.00071347
15 5 1.69956456 611.65313927 617.48190169 -0.00027294 0.00463865
15 6 40.58623680 524.77462874 23.06256408 -0.00038922 0.00159441
15 7 24.04436270 973.75547536 46.66572226 -0.00055418 0.00063501
15 8 38.86373701 618.38591888 90.60650721 -0.00112825 0.00084314
15 9 86.13409991 466.76299516 983.23074424 0.00113571 -0.00166707
15 10 2.31323085 450.49934653 680.30757529 0.00109579 0.00042865
15 11 39.15623412 563.28894747 942.20169505 0.00861652 -0.00069709
15 12 24.86152145 230.89311981 15.96640012 -0.00824682 0.00167929
15 13 83.48629641 609.99676351 683.26360534 0.00125676 0.00095340
15 14 19.04137260 391.06047463 173.36443000 -0.00158769 -0.00255537
15 15 21.58622472 425.15594508 755.36136229 0.00079575 -0.00054778
15 16 84.38619253 31.31342535 567.70044386 0.00157124 0.00137165
15 17 92.73922736 395.15022957 449.75372680 -0.00002442 -0.00473319
15 18 57.47395362 326.54082426 727.27199605 0.00061927 -0.00000072
15 19 84.60885120 961.17192267 520.83431433 -0.00124732 0.00056832
15 20 59.08836569 539.69236896 747.32011855 0.00281676 0.00008887
15 21 28.32391921 607.03355569 965.25381523 -0.00816843 -0.01759567
15 22 2.54800409 165.26704240 296.27355260 0.00118725 0.00054498
15 23 30.05532946 394.88152841 423.40303181 0.00013567 0.01829171
15 24 71.42285296 198.84279325 14.07995597 0.00458884 0.00155696
15 25 92.70378692 605.95985774 790.17540708 -0.00144384 -0.00150983
15 26 85.15381895 914.95959654 651.07697900 -0.00092806 -0.00060635
15 27 37.71100725 95.41009081 449.45072672 -0.00029748 0.00061577
15 28 59.53848078 665.92198141 668.84143040 -0.00436209 0.00203920
15 29 38.90976057 561.24335952 274.72166520 -0.00074679 -0.00148492
15 30 72.45122229 848.91373091 971.71202674 -0.00103903 -0.00078379
15 31 5.00292559 256.06835390 235.98509074 0.00037193 0.00201741
15 32 44.49431423 110.89083377 710.66280784 0.00008500 -0.00096523
15 33 48.06165225 895.76355027 201.71924814 -0.00056334 0.00049209
15 34 14.79381392 695.51596861 563.27572649 -0.00131613 0.00178487
15 35 21.10306174 539.84107716 604.41744641 -0.00013965 0.00080870
15 36 69.78370867 598.86522961 942.85385620 -0.00277799 0.00333381
15 37 30.26773512 624.35381856 880.46787900 -0.00265721 0.00047745
15 38 22.62560342 456.53447901 105.49434438 -0.00108211 0.00101452
15 39 33.11015721 883.28023545 416.51003311 -0.00031068 0.00102845
15 40 90.77601631 356.29789073 122.08804243 0.00057913 0.00104824
15 41 1.05151728 647.68996625 272.13226362 -0.00184965 0.00018720
15 42 17.30092920 304.78135031 352.56893787 0.00107690 0.00099956
15 43 69.55116717 484.82993307 534.08947641 -0.00051159 0.00063498
15 44 17.66081356 244.12561831 269.41233186 0.00114883 -0.00001825
15 45 40.97978112 558.10195656 218.76439664 -0.00053761 0.00204285
